"SAINT-ETIENNE-SUR-REYSSOUZE";"01";"AIN";"01190";"01352";""
"SAINTE-EUPHEMIE";"01";"AIN";"01600";"01353";""
"SAINT-GENIS-POUILLY";"01";"AIN";"01630";"01354";""
"SAINT-GENIS-SUR-MENTHON";"01";"AIN";"01380";"01355";""
"SAINT-GEORGES-SUR-RENON";"01";"AIN";"01400";"01356";""
"SAINT-GERMAIN-DE-JOUX";"01";"AIN";"01130";"01357";""
"SAINT-GERMAIN-LES-PAROISSES";"01";"AIN";"01300";"01358";""
"SAINT-GERMAIN-SUR-RENON";"01";"AIN";"01240";"01359";""
"SAINT-JEAN-DE-GONVILLE";"01";"AIN";"01630";"01360";""
"SAINT-JEAN-DE-NIOST";"01";"AIN";"01800";"01361";""
"SAINT-JEAN-DE-THURIGNEUX";"01";"AIN";"01390";"01362";""
"SAINT-JEAN-LE-VIEUX";"01";"AIN";"01640";"01363";""
"SAINT-JEAN-SUR-REYSSOUZE";"01";"AIN";"01560";"01364";""
"SAINT-JEAN-SUR-VEYLE";"01";"AIN";"01290";"01365";""
"SAINTE-JULIE";"01";"AIN";"01150";"01366";""
"SAINT-JULIEN-SUR-REYSSOUZE";"01";"AIN";"01560";"01367";""
"SAINT-JULIEN-SUR-VEYLE";"01";"AIN";"01540";"01368";""
"SAINT-JUST";"01";"AIN";"01250";"01369";""
"SAINT-LAURENT-SUR-SAONE";"01";"AIN";"01750";"01370";""
"SAINT-MARCEL";"01";"AIN";"01390";"01371";""
"SAINT-MARTIN-DE-BAVEL";"01";"AIN";"01510";"01372";""
"SAINT-MARTIN-DU-FRENE";"01";"AIN";"01430";"01373";""
"SAINT-MARTIN-DU-MONT";"01";"AIN";"01160";"01374";""
"SAINT-MARTIN-LE-CHATEL";"01";"AIN";"01310";"01375";""
"SAINT-MAURICE-DE-BEYNOST";"01";"AIN";"01700";"01376";""
"SAINT-MAURICE-DE-GOURDANS";"01";"AIN";"01800";"01378";""
"SAINT-MAURICE-DE-REMENS";"01";"AIN";"01500";"01379";""
"SAINT-NIZIER-LE-BOUCHOUX";"01";"AIN";"01560";"01380";""
"SAINT-NIZIER-LE-DESERT";"01";"AIN";"01320";"01381";""
"SAINTE-OLIVE";"01";"AIN";"01330";"01382";""
"SAINT-PAUL-DE-VARAX";"01";"AIN";"01240";"01383";""
"SAINT-RAMBERT-EN-BUGEY";"01";"AIN";"01230";"01384";""
"SAINT-REMY";"01";"AIN";"01310";"01385";""
"SAINT-SORLIN-EN-BUGEY";"01";"AIN";"01150";"01386";""
"SAINT-SULPICE";"01";"AIN";"01340";"01387";""
"SAINT-TRIVIER-DE-COURTES";"01";"AIN";"01560";"01388";""
"SAINT-TRIVIER-SUR-MOIGNANS";"01";"AIN";"01990";"01389";""
"SAINT-VULBAS";"01";"AIN";"01150";"01390";""
"SALAVRE";"01";"AIN";"01270";"01391";""
"SAMOGNAT";"01";"AIN";"01580";"01392";""
"SANDRANS";"01";"AIN";"01400";"01393";""
"SAULT-BRENAZ";"01";"AIN";"01150";"01396";""
"SAUVERNY";"01";"AIN";"01220";"01397";""
"SAVIGNEUX";"01";"AIN";"01480";"01398";""
"SEGNY";"01";"AIN";"01170";"01399";""
"SEILLONNAZ";"01";"AIN";"01470";"01400";""
"SERGY";"01";"AIN";"01630";"01401";""
"SERMOYER";"01";"AIN";"01190";"01402";""
"SERRIERES-DE-BRIORD";"01";"AIN";"01470";"01403";""
"SERRIERES-SUR-AIN";"01";"AIN";"01450";"01404";""
"SERVAS";"01";"AIN";"01960";"01405";""
"SERVIGNAT";"01";"AIN";"01560";"01406";""
"SEYSSEL";"01";"AIN";"01420";"01407";""
"SIMANDRE-SUR-SURAN";"01";"AIN";"01250";"01408";""
"SONGIEU";"01";"AIN";"01260";"01409";""
"SONTHONNAX-LA-MONTAGNE";"01";"AIN";"01580";"01410";""
"SOUCLIN";"01";"AIN";"01150";"01411";""
"SULIGNAT";"01";"AIN";"01400";"01412";""
"SURJOUX";"01";"AIN";"01420";"01413";""
"SUTRIEU";"01";"AIN";"01260";"01414";""
"TALISSIEU";"01";"AIN";"01510";"01415";""
"TENAY";"01";"AIN";"01230";"01416";""
"THEZILLIEU";"01";"AIN";"01110";"01417";""
"THIL";"01";"AIN";"01120";"01418";""
"THOIRY";"01";"AIN";"01710";"01419";""
"THOISSEY";"01";"AIN";"01140";"01420";""
"TORCIEU";"01";"AIN";"01230";"01421";""
"TOSSIAT";"01";"AIN";"01250";"01422";""
"TOUSSIEUX";"01";"AIN";"01600";"01423";""
"TRAMOYES";"01";"AIN";"01390";"01424";""
"TRANCLIERE";"01";"AIN";"01160";"01425";"LA"
"TREFFORT-CUISIAT";"01";"AIN";"01370";"01426";""
"TREVOUX";"01";"AIN";"01600";"01427";""
"VALEINS";"01";"AIN";"01140";"01428";""
"VANDEINS";"01";"AIN";"01660";"01429";""
"VARAMBON";"01";"AIN";"01160";"01430";""
"VAUX-EN-BUGEY";"01";"AIN";"01150";"01431";""
"VERJON";"01";"AIN";"01270";"01432";""
"VERNOUX";"01";"AIN";"01560";"01433";""
"VERSAILLEUX";"01";"AIN";"01330";"01434";""
"VERSONNEX";"01";"AIN";"01210";"01435";""
"VESANCY";"01";"AIN";"01170";"01436";""
"VESCOURS";"01";"AIN";"01560";"01437";""
"VESINES";"01";"AIN";"01570";"01439";""
"VIEU-D'IZENAVE";"01";"AIN";"01430";"01441";""
"VIEU";"01";"AIN";"01260";"01442";""
"VILLARS-LES-DOMBES";"01";"AIN";"01330";"01443";""
"VILLEBOIS";"01";"AIN";"01150";"01444";""
"VILLEMOTIER";"01";"AIN";"01270";"01445";""
"VILLENEUVE";"01";"AIN";"01480";"01446";""
"VILLEREVERSURE";"01";"AIN";"01250";"01447";""
"VILLES";"01";"AIN";"01200";"01448";""
"VILLETTE-SUR-AIN";"01";"AIN";"01320";"01449";""
"VILLIEU-LOYES-MOLLON";"01";"AIN";"01800";"01450";""
"VIRIAT";"01";"AIN";"01440";"01451";""
"VIRIEU-LE-GRAND";"01";"AIN";"01510";"01452";""
"VIRIEU-LE-PETIT";"01";"AIN";"01260";"01453";""
"VIRIGNIN";"01";"AIN";"01300";"01454";""
"VONGNES";"01";"AIN";"01350";"01456";""
"VONNAS";"01";"AIN";"01540";"01457";""
"ABBECOURT";"02";"AISNE";"02300";"02001";""
"ACHERY";"02";"AISNE";"02800";"02002";""
"ACY";"02";"AISNE";"02200";"02003";""
"AGNICOURT-ET-SECHELLES";"02";"AISNE";"02340";"02004";""
"AGUILCOURT";"02";"AISNE";"02190";"02005";""
"AISONVILLE-ET-BERNOVILLE";"02";"AISNE";"02110";"02006";""
"AIZELLES";"02";"AISNE";"02820";"02007";""
"AIZY-JOUY";"02";"AISNE";"02370";"02008";""
"ALAINCOURT";"02";"AISNE";"02240";"02009";""
"ALLEMANT";"02";"AISNE";"02320";"02010";""
"AMBLENY";"02";"AISNE";"02290";"02011";""
"AMBRIEF";"02";"AISNE";"02200";"02012";""
"AMIFONTAINE";"02";"AISNE";"02190";"02013";""
"AMIGNY-ROUY";"02";"AISNE";"02700";"02014";""
"ANCIENVILLE";"02";"AISNE";"02600";"02015";""
"ANDELAIN";"02";"AISNE";"02800";"02016";""
"ANGUILCOURT-LE-SART";"02";"AISNE";"02800";"02017";""
"ANIZY-LE-CHATEAU";"02";"AISNE";"02320";"02018";""
"ANNOIS";"02";"AISNE";"02480";"02019";""
"ANY-MARTIN-RIEUX";"02";"AISNE";"02500";"02020";""
"ARCHON";"02";"AISNE";"02360";"02021";""
"ARCY-SAINTE-RESTITUE";"02";"AISNE";"02130";"02022";""
"ARMENTIERES-SUR-OURCQ";"02";"AISNE";"02210";"02023";""
"ARRANCY";"02";"AISNE";"02860";"02024";""
"ARTEMPS";"02";"AISNE";"02480";"02025";""
